Username,Id,Tweet,Location
peachesndaisies,3510161541,"RT @asianjunkiecom: Shut up, you profiteering fucks.",nestlé anti 
FuzzieLabs,584748509,"RT @readboal: @vishal144 @bobblakley @naval @leashless @balajis Have you seen this pattern, even has a video:
https://t.co/z2ti7FS7q7","Cork, Ireland"
MontanaNels,958590597836754944,Newt Gingrich's Question for Biden Exposes Obama Admin's Undeniable Role in N95 Mask Shortage https://t.co/tanz9nPYUu,"Montana and Washington, USA"
austxjr,16177443,RT @PhoebeC60438330: @funder Fauci will demonstrate the new life-saving face mask. https://t.co/uIUag9IHBG,Austin Texas
hheising7,1112432258269544449,During this video the homie in the red touches his mask to pull it off his nose.🤦🏻‍♀️,"Delphos, OH"
drfarmertx,74772716,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Grapevine, TX"
inescpontes,1141427054430380032,RT @brendonSkolat: can you drop the name of the products? i'm tryna do a face mask,planet earth
AshlyRoxanna,3227421728,RT @louiisvee: im tryna be yo face mask,"Los Angeles, CA"
Linusthesheepie,316836701,I LOVE IT!,Wisconsin
007Kalu,318374657,RT @thecableng: VIDEO: Laughter as senator removes face mask to sneeze https://t.co/jfwVmcoEuL via @thecableng https://t.co/O70pwYULOY,Nigeria
madlymad,46948570,Pence’s Idea Is a Good Way to ‘Kill Hundreds  https://t.co/5LK0vTo39V, CA
Eppn2016Maddie,787846191501434882,@TiffanyATrump @realDonaldTrump @CDCgov Are you going to go to church with Dad on Easter?  Make sure your mask matches your outfit.,Beautiful New England
yvessd,33922313,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,netherlands
thericolara,1239353963612233728,@lanirielle_ Just make sure you wear a N95 mask when you do (:,The Paris Of the West
petty_marshall,790395794,"RT @FingersLiberace: So the mask dont work, but they do magically work when medical staff wear them? 😂😂 https://t.co/TE07CGjodz",Dallas/Houston 
rex_irby,1071087826320674817,"@Christin210 Dr. Fauco is wearing a ""TrumpVirus Shoulder pad Mask""","Elmhurst, IL"
zhuming8312,873764764631015424,"RT @SeaUrchin96825: DIY “Face Mask”
 https://t.co/TJRxPqQ0M2",宜宾
ofborrowedlight,2509103970,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"casa bonita, CO"
crystaljeannn,567812253,"@tricoxo Same thing with the face mask! I see soooo many people wearing it wrong, like it’s not even over their nose 😐","Houston, TX"
IamBigman69,1098549816106323968,"RT @OloriOfOloris: Stop wearing face mask if you’re not infected, it’s ghetto af.",Nigeria 🇳🇬 
Chrissyann12345,469572577,100% Cruelty-Free - Primark PS... Moisturising Sheet Mask With Avocado https://t.co/cIkHVrxcHS,Barrie
luanagariglio,441142893,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"uy, riverga"
kenner3616,800714153157488640,"RT @HellBentVet: Good news
Beautiful group of Heroes 

I will take all the positive I can get https://t.co/YBDrHysVQ0","San Mateo, CA"
osamabinbeever,533652128,@irkansrevenge I got a mask u might be interested in https://t.co/QYAXm48XCH,"Gainesville, Ga"
wale101010,296191046,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Lagos
adeslivwr,900750348087951361,RT @bigracks: this not the first time society made us wear a mask 💯,🤔
jexsz,70416212,Face mask is 200k a carton 😳😳😳,Nigeria
GuttsG,995762535587459073,"RT @GrappleClips: Bret Hart: Take This!

Tiger Mask: No Thanks! https://t.co/OQ5ihO2cpu",You're Mother's House 
TheLeemah,946139904505008128,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Ogun, Nigeria"
handsforchoking,1168563159487131648,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,19 | he/him | dom | 18+
m0thermercury,1621643000,My grandma gave me a hospital mask on New Horizons 😭,"Orlando, FL"
nhiemstra,26921763,RT @SiCk_DiAbLo: Did the Obama Administration Leave the N95 Mask Inventory Depleted?  https://t.co/mMIaDqXNQh,Michigan
edinagerbear,2458791716,"Vader is good,he already has gloves &amp; mask on. 😅😜 https://t.co/mUm7IYjj37",Scotland
bobbiesola,614108067,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"#Mammal, El Mundo"
lovindrick,1164974657897979904,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Port Harcourt, Nigeria 🇳🇬 "
WinBlu,85952858,"RT @MeowyMc: Dr. Fauci unveils a mask that could save millions of lives! 
#NotDying4WallStreet #Fauci #TrumpLiesAmericansDie https://t.co/a…",Maryland
sisterb24,291764104,My brother wants me to know he cleaned the whole house but this is his last #facemask https://t.co/B7gF4mzwqf,NJ
angenola,828630946912071682,Go for it Daphne!!,"Louisiana, USA"
32e878cd35994c2,3381972819,RT @TheABaffa: How much is face mask in your area?.,"Kano, Nigeria"
alchimistpub,2322884682,RT @__Haji98: Me and Ski are in the booth TOGETHER,Africa || USA || Worldwide
akihihko,1130482258559692800,@toorumlk BIG BREAKING ! NUSRAT WEAR MASK EVERWHERE,she \ they
OgheneEvi,1047968321407262722,"RT @Undone_rice: Present - mask on
Future - mask off","Lagos, Nigeria"
BakaA1RR,977508732337876992,RT @YonkoAqua: Out here looking like overhaul with this mask. Gotta stay strapped in these streets 😷 https://t.co/v3gsEroD1W,"Calabria,Italy"
zari_jerry,3307000735,RT @aizadfahmy: Ok we need Rizalman to come back from retirement,Di mana mana sahaja
manwellsneh,1086020647929679872,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,YBNL Nation 
fatbellybenny,132664295,RT @bigracks: this not the first time society made us wear a mask 💯,dallas 🔁 houston
LoftiestCrown,2606741376,RT @Floofzy: Dino mask fursuiters be like https://t.co/mJ64Txbb9s,Florida
Iam_Stenier,2198827876,"RT @Tobbsticks: Went to get Face mask and gloves, and I saw these https://t.co/HIWAFXiNGr",Depends on account balance
lisachandler101,28858130,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"State of Angst, USA"
allenroberthill,2342986453,RT @effiedog: THIS is what I want to see.,"The Wild, Wild West"
PEltzholtz,951937870905991169,@kcmohopper @JoJoFromJerz Wear a mask and people will stay far away without having to ask them to.,Planet Earth
RicoDaGawd,942890558,damn...,"Outchea, USA"
JBeaverton,607560981,Don't think this dude's mask is gonna work. 😑 https://t.co/bWGx88xHvO,"Orlando, FL"
lauriginallity,16699616,my mom has been sewing face masks nonstop and she’s currently doing a face mask haul,london
Superbprincessx,1059384305959485440,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Enugu, Nigeria"
MarkJMcCulloch1,1219814873019883531,@jamesliammcd @guywalters Face mask strikes again,"England, United Kingdom"
stantherunner,2758397699,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Venice, Florida (Paradise) 🏖"
Jazmine_615,1156931958410285058,"RT @XXL: Juice Wrld and Ski Mask The Slump God flowin’ on the tour bus 🚎

https://t.co/p45qVt6O5E","Nashville, TN"
Iam_Stenier,2198827876,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Depends on account balance
daynperez,372917946,I better not catch any of you being racist 🙂🙂🙂,"MIA, FL📍🇨🇺🇪🇸"
ferrifrigida,988189947424161793,@LOLBev @livesinpages I am pretty sure one of them was a straight Nicholson Joker mask?!,"Los Angeles, CA"
HisGraceStoberA,537493666,"RT @Tobbsticks: Went to get Face mask and gloves, and I saw these https://t.co/HIWAFXiNGr",United Kingdom
Samconc41347779,831320201299845120,"RT @mgrant76308: 'Shortage starts with them. Explain it Joe!'
If the finger points to Obama, the media looks the other way.

https://t.co/l…",United States
ClayDade,200256746,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,in the air somewhere ✈️
officialxaddyyy,3621191906,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"Albuquerque, NM 505"
CybarIfeLove,134567510,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Nigeria.
DaRealKhefner,206748280,RT @mikikiaa: For them to have on mask and gloves 😂😂😭😭😭😭😭,"Shinjuku-ku, Tokyo"
chitowntaurus,1069002541986402306,RT @120yearz: save money by using your tc's pantyhose as a facemask,Chicago and Chicagoland
AliciaW64571353,872582307202441216,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Richmond, Virginia"
swilli71,333318144,@Rubywax My daughter made a mask and really made me laugh 😃 https://t.co/xKg7q6UfiJ,London
asiajfuller,624794605,RT @louiisvee: im tryna be yo face mask,"San Diego, CA"
_forsetti,2299637077,"Thinking about masks due to that virus.... now I wonder where I left my Kaneki mask (yes, I actually got one of them)","São Paulo, Brasil"
GiaJudge,18293186,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Sooke, BC🇨🇦➡️CA🇺🇸"
prplhaze,1746811,@ElfHaal Doubles as a face mask?,Kingston Ontario
amteve,224633867,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"London, ON Canada"
jwmkup,337453270,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"New Orleans, Los Angeles, Miami, NYC,"
lreneee_,1045187229461680129,"RT @theskinpriest: A litty bit of sunshine ☀️ 

My pregnancy mask(Melasma) is much better now. I am happy. https://t.co/qnEyyJUzbN","Lagos, Nigeria"
opechanga,138445621,"@VitalVegas @VegasStrong702 They sell masks there that would protect people...painter's mask's?
And cleaners/equipment for sanitation...","California, USA "
SeldenJd,2373857028,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Michigan, USA"
billybadger000,125408291,"RT @misener_patti: @EugJHawk @WhiteHouse @realDonaldTrump Now he's doing 2 pressers a day?
He's getting desperate!
https://t.co/rIGkk1D13I","Chicago, IL"
simply_Kii,274280892,RT @citazworld: Means he wasn’t using them properly like 90 percent of users. https://t.co/kTH4pPlGvw,Del Amo City
cscoopCOZY,1142900441765818369,@eprisdetoii put a hazmat suit on him or a mask 😳👍,@iluvboobies88 is da priv
alexjablonski27,272316627,Who needs the asthma pump &amp; gas mask now 🤣🤣🤣,"New York, USA"
sitiarraaaaaaa,2208965863,RT @aizadfahmy: Ok we need Rizalman to come back from retirement,22
stav1_,2213517703,No she didnt😂😂😂😂😂😂,"Philadelphia, PA"
JoeyReincarnat1,1204230348609064961,RT @SiCk_DiAbLo: Did the Obama Administration Leave the N95 Mask Inventory Depleted?  https://t.co/mMIaDqXNQh,Chicago The Hellhole
EugJHawk,857472736725155844,"RT @misener_patti: @EugJHawk @WhiteHouse @realDonaldTrump Now he's doing 2 pressers a day?
He's getting desperate!
https://t.co/rIGkk1D13I","Eugene, OR"
VonSnsg_6,1074548171756441600,What’s the point of the mask if it doesn’t have a filter? Fuckin idiots man 🤦🏾‍♂️,"Suitland, MD"
Monsterbait,30214298,@crispy_ghee Facemask?,Denver
MartinMartroz,606168775,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,|NRB | Vaitecan | Nanyuki | 
MulletCyber,1070840624918749184,"RT @CompoundBoss: He’s wearing that stuff because he’s grinding metal. Those aren’t medical gloves.
The “news” is fucking idiotic.",United States
Hurricane_Dame,555707482,RT @whoDAfuckisTIKI: Why put a whole mask on but you shoving a trout up ya pussy,Third Stone From the Sun
FaythLiberty,1033245139358154752,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH, Nigeria
SavannaaSanford,1465254090,3.5 million that is directed for the Kennedy performing arts center for this DIDNT HAPPEN pls!,"Rocky Top, Tennessee"
eppylover,54640029,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"GrandeVille, Meshugan! (MI) "
Pumpkaboujee,936467099202940928,"If you don't have a face mask but you DO have hella fabric

https://t.co/fY1yASZcUf",A grocery store near you
evelynvwoodsen,1029301681,RT @Kashionn: Y’all look dumb as shit with gloves and a mask on. Literally just transferring germs., Baltimore to D.C. 📍
03Adiele,2574813022,@madulaice @somebodyson__ @madulaice the guy at 20 sec with mask looks like you 100% tho😂😂. I genuinely thought you're the one.,"Debrecen, Hungary"
IgbaIrunmole,746282151105146881,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Lagos, Nigeria"
Bl0ndieMIA,3681082217,@GorgoKill @_DumptyTrumpty_ Sometimes it looks like it’s just a mask that can be peeled off. https://t.co/tr1XmKFl1G,"Dual Citizen🇺🇸🇮🇪 Miami, FL"
skydash,19609504,@Gitabushi @kadelia @ajzeigler “Mask up” EXACTLY. #maskup,Over your head ✈️  #chemtrails
NickSherrard,94312807,The design story of the N95 mask https://t.co/OfHaxSfQAx,"UK, Canada, coffee shops"
WaunPaul,277268585,RT @MissMostReportd: These hoes fighting with mask on😂😂😂😭😂😂😂,N 29°55' 0'' / W 90°4' 0'' lol
Edelz007,366675811,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Lagos
austintxjoshua,1216624391397822464,One minute the mask don’t work. The next nurses need them.... so which one is it. https://t.co/O89LryKy4i,"Austin, TX"
unluckyrobert,3158314493,"RT @clashingshaders: You can't wear this mask forever.

https://t.co/b5untN0Dfs https://t.co/DT8Egf1lAf",he/him
AReederThaKing,1969297848,"RT @AntwaunWoods_: Big Facts lmaoooo 
#TaftHighSchool","Los Angeles, CA"
chiinaaa00,1071169468204793856,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"North Carolina, USA"
politikpokercom,995039238772154368,Novex My Curls Deep Conditioning Hair Mask 400g – Haar Maske https://t.co/a1GgsWa7I9 https://t.co/U1qiQvoknR,"Bonn, Germany"
thereeshego_,1194815926903820288,"cause now, all I need is to put my mask on so people won't see how lonely I am.",ds acc 🔞
Sheyi_I,2709178104,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Ottawa, Ontario"
twhitterDC,2554633806,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Washington, DC"
needmorewine55,24645406,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Seattle, WA"
kxllxz,1129430508964909057,RT @cIutchs: who wants to volunteer &amp; be a face mask for me,satans pussy 
GPI159,707674892217487362,@WL3g3nd He’s wearing a mask so at least while he’s shagging the goat it won’t have to smell his breath 😂, united kingdom
Surfgangdrizzy,620387159,People swear wearing gloves and mask and Shii gone prevent it 🤷🏾‍♂️ you gone get it before you even know u got it ‼️,"Macon, GA"
ac_palma,15441716,I also run on the bike path. Usual bikers seen: 0. Last Sunday: at least 3. One of which was wearing a face mask.,Portugal
shirleyyoung2,312224660,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Fife, Scotland"
dnlhzqqqq_,763635000642113536,RT @aizadfahmy: Ok we need Rizalman to come back from retirement,"木の葉村,日本"
